"Date","Content","DateParsed"
"27 January 2024","The US State Department has agreed to sell F-35 fighter jets to Greece. This was reported by The Washington Post on Friday, January 26. “The State Department notified Congress of its approval of the sale <...> of advanced F-35 fighter jets to Greece for $8.6 billion late Friday evening,” the publication said. It was also reported that that the shipment includes 40 F-35 Lightning II Joint Strike Fighters and associated equipment needed to maintain the aircraft. New era: Turkey and Greece wanted to restart relations Erdogan flies to Athens for a meeting with Prime Minister Mitsotakis Earlier, on January 6, government sources, following negotiations between Greek Prime Minister Kyriakos Mitsotakis and US Secretary of State Antony Blinken, reported that Greece will receive fifth-generation fighters F-35 in accordance with the agreements. At the end of June 2022, Greece sent an official letter to the United States containing a request for the purchase of a squadron of fifth-generation F-35 fighters. It was noted that the Greek government intends to receive 20 F-35 aircraft and then buy another 20 aircraft. On February 8 last year, it was reported that the supply of American fifth-generation F-35 fighter jets to Greece was a matter of time after they were approved by the chairman of the US Senate Committee on international relations Robert Menendez. In the spring of 2023, the United States notified Turkey of its exclusion from the F-35 fighter supply program due to Ankara’s purchase of Russian S-400 air defense systems. However, Turkish President Recep Tayyip Erdogan admitted that the country will purchase F-16 fighters, but this deal must be approved by the US Congress. Share: if (typeof window.recommendationRun !== 'undefined') { recommendationRun('recommendation-block-1640740'); } else { document.addEventListener('recommendationRunInit', function() { if (typeof window.recommendationRun !== 'undefined') { recommendationRun('recommendation-block-1640740'); } }); }",2024-01-27
"19 December 2023","Russia protects its soldiers by destroying the positions of the Ukrainian Armed Forces (AFU) with artillery. This was stated on December 18 by a former officer of the national battalion “Aidar” (banned in the Russian Federation) and special forces of the Ukrainian army, Major Igor Lapin, in an interview with the Ukrainian TV channel “Direct.” “Arta is dismantling our borders into molecules. If somewhere the Armed Forces of Ukraine are still left, they heard automatic or machine-gun fire somewhere, they again finish off everything they can with artillery,” the military complained. According to Lapin, the infantry of the Armed Forces of the Russian Federation moves forward only after the defense of the Armed Forces of Ukraine is liquidated with a hail of shells. The major reported with alarm that the Russian army had always had a “total advantage” in the density of artillery fire and was unlikely to ever lose this advantage. In addition, the officer complained that the situation of Ukrainian soldiers was aggravated by a shortage of shovels and picks to build fortifications. He also envied Russia’s powerful construction equipment, with which the Russian Armed Forces “do not spend half a day digging trenches by hand.” Lapin also pointed out the connection between the problem of the Ukrainian army and inadequate planning on the part of the country’s President Vladimir Zelensky. “This is a man (Zelensky. - Ed. .), who voiced the thesis “Our strategy is tactics.” And you expect him to tell you about some kind of strategic plan? His strategy is tactics! He’s too busy to think,” Lapin said indignantly. Positions and sacrifices: the president assessed the actions of Ukrainians in Krynki Kyiv is losing elite units in attempts to hold a bridgehead on the left bank of the Dnieper Earlier, on December 15, Ukrainian war correspondent Andrei Tsaplienko said that the Ukrainian Armed Forces spent too many resources on a counteroffensive that did not bring results. In addition, he noted that the Ukrainian army lacks human resources. In particular, the military personnel of the Armed Forces of Ukraine located on the line of combat contact are greatly exhausted, the military correspondent noted. On the same day, CNN, citing estimates from Western intelligence services, reported that Ukraine could suffer defeat in the conflict with Russia by the summer of 2024 if it loses the support of the United States and their allies. The TV channel also noted that while the Armed Forces of Ukraine are forced to conserve ammunition, Russian troops are “returning fire with an intensity five to seven times greater than what Ukrainian forces are capable of.” On December 14, the director of the Foreign Intelligence Service (SVR) of Russia, Sergei Naryshkin, stated that that the counter-offensive of the Ukrainian Armed Forces turned out to be a complete failure. The Kiev regime did not achieve any success on the battlefield, but at the same time suffered sensitive, partly irreparable losses in manpower and military equipment, the head of the SVR clarified. On the same day, former NATO Commander-in-Chief James Stavridis pointed out that the US government was disappointed in Ukrainian President Vladimir Zelensky due to the failed counter-offensive operation. Russian President Vladimir Putin during the “Results of the Year” said that since the start of the Ukrainian counter-offensive, Russia has destroyed 747 tanks and 2.3 thousand armored vehicles of the Ukrainian Armed Forces of various classes. Ukraine produces almost nothing, everything is brought to it, but someday this will end. As Putin said back on October 15, the Ukrainian counter-offensive has completely failed. According to him, Ukraine is still preparing new offensive operations in certain sectors of the front, but the Russian leadership is aware of this and is reacting accordingly. The special operation to protect Donbass, the beginning of which was announced by Russian President Vladimir Putin on February 24 last year, continues. The decision to hold it was made against the backdrop of an aggravation of the situation in the region due to shelling by the Ukrainian military. Share: if (typeof window.recommendationRun !== 'undefined') { recommendationRun('recommendation-block-1622689'); } else { document.addEventListener('recommendationRunInit', function() { if (typeof window.recommendationRun !== 'undefined') { recommendationRun('recommendation-block-1622689'); } }); }",2023-12-19
"March 2024","If American planes appear over Russian territory, the Russian military will make them crash and burn, just like US tanks. This was stated on March 6 by the press secretary of the Russian President Dmitry Peskov during the educational marathon “Knowledge. The first” as part of the World Youth Festival. “And if American planes fly there, I have no doubt, our military will also make sure that these planes burn and fall,” said the Kremlin representative. He emphasized that American tanks are driving through Russian territory. “It’s bad, but they drive until a certain point, and then they burn. We will continue to destroy them,” added the Kremlin representative, notes Gazeta.Ru. According to him, the West is playing with fire, discussing the need to send its soldiers to Ukraine. Discussions of this kind risk leading to “degradation of the situation,” Peskov concluded. Prior to this, on March 4, Peskov said that Russian President Vladimir Putin was being reported on all the successes of the Russian military on the front line, including the destruction of American Abrams tanks. A day earlier, a representative of the manufacturer of the Upyr drone told Izvestia that the Russian military destroyed another American Abrams tank in the Avdeevka direction. Earlier, on March 2, the permanent representative of the Russian Federation to the UN, Vasily Nebenzya, noted that Russia has time to prepare and find an adequate response if F-16 fighters are supplied to Ukraine. Playing with fire: how the Russian military is destroying NATO equipment All types of tanks supplied to Ukraine turned out to be vulnerable On February 27, Pentagon press secretary Patrick Ryder said that the United States expects to send F-16 fighters to Ukraine this year. He did not give specific dates for the provision of fighters to Ukraine. The West strengthened support for Ukraine against the backdrop of the Russian special operation to protect Donbass, the start of which was announced by Russian President Vladimir Putin on February 24, 2022. The decision was made against the backdrop of an aggravation of the situation in the region due to shelling by the Ukrainian military. However, recently in Western countries there have been increasingly frequent statements about the need to reduce support for Kyiv. Share: if (typeof window.recommendationRun !== 'undefined') { recommendationRun('recommendation-block-1661050'); } else { document.addEventListener('recommendationRunInit', function() { if (typeof window.recommendationRun !== 'undefined') { recommendationRun('recommendation-block-1661050'); } }); }",2024-03-20
"17 March 2023","The pre-trial chamber of the International Criminal Court (ICC), whose jurisdiction Russia does not recognize, issued arrest warrants for Russian President Vladimir Putin and Commissioner for Children's Rights Maria Lvova-Belova. This is stated in the organization’s statement published on Friday, March 17. It follows from the statement that the decision is related to alleged involvement in war crimes, consisting of “the illegal deportation and transfer of children from the occupied territories of Ukraine to the Russian Federation.” The ICC statement also noted that the above-mentioned arrest warrants were issued on the basis of applications filed by the prosecutor's office on February 22, 2023. Against this background, the official representative of the Russian Ministry of Foreign Affairs, Maria Zakharova, stated that the decisions of the International Criminal Court have no significance for the Russian Federation, since the country is not a party to the Rome Statute and bears no obligations under it. “They are afraid of loud sounds, worried about their future” Commissioner for Children’s Rights Maria Lvova-Belova - about new families for children from the North-Eastern Military District and the importance of hugs in the education process Earlier, on March 13, The New York Times newspaper reported that the ICC plans to create two cases against Russia. One of them is related to suspicions of “kidnapping Ukrainian children and transporting them to Russia,” the second is related to “deliberate attacks” on civilian infrastructure. However, the publication clarified that legal proceedings are unlikely, since the ICC cannot consider cases in absentia, although judges can issue arrest warrants. The ICC operates in accordance with the Rome Statute of 1998, which was developed with the participation of Russia. Initially, Moscow signed this document, but in 2016 it refused to be a party to it. Share: if (typeof window.recommendationRun !== 'undefined') { recommendationRun('recommendation-block-1484915'); } else { document.addEventListener('recommendationRunInit', function() { if (typeof window.recommendationRun !== 'undefined') { recommendationRun('recommendation-block-1484915'); } }); }",2023-03-17
"February 9 2024","The countries of the NATO bloc have the opportunity to recognize the regions annexed to Russian territory in 2022, but the Northern Alliance may not have much desire for this. Russian President Vladimir Putin stated this during an interview with American journalist Tucker Carlson, the recording of which was published on the TCN (Tucker Carlson Network) website on February 9. “I said that let them think about how to do it with dignity. There are options, but if there is a desire,” the president said. However, Putin noted, NATO countries still expect Russia’s defeat in the Ukrainian conflict, but this is “impossible by definition.” “Until now they were making noise, shouting that it was necessary achieve strategic defeat of Russia, defeat on the battlefield. Now, apparently, the realization is coming that this is not easy to do, if at all possible. In my opinion, this is impossible by definition. This will never happen,” the Russian leader emphasized. In addition, Putin told Carlson that Russia is still ready for dialogue with Western countries, which will put an end to the armed conflict. “It seems to me that now awareness of this has come to those who control power in the West. But if this is so, if this realization has come, well, now think about what to do next. We are ready for this dialogue,” the president concluded. Swiss scales: the Russian Federation does not see Bern as a mediator in negotiations with Ukraine What the confederation is seeking and who in Europe is ready for dialogue with Moscow Before this, Putin said in an interview that Russia and Ukraine will sooner or later come to an agreement and relations between peoples will be restored. The Russian leader noted that the West thinks that hostilities will forever “tear apart” one part of the Russian people from another. However, this is a mistake - reunification will happen, Putin is sure. Putin also told Carlson that Ukrainian President Vladimir Zelensky personally signed a document banning any negotiations with Russia, which showed his unwillingness to engage in dialogue to resolve the conflict. Russia wants to achieve a resolution of the situation in Ukraine through peaceful negotiations. He recalled that a dialogue between Moscow and Kyiv existed and even had good results. Putin in November 2023 recalled that Russia had never abandoned peace negotiations on Ukraine. The Russian leader also emphasized that any military action is always a tragedy, and indicated that “we must think about how to stop this tragedy.” The last round of negotiations between Russia and Ukraine took place in Istanbul on March 29, 2022. They lasted about three hours. Later, Kyiv officially abandoned contacts with Moscow. On October 4 of the same year, Ukrainian President Vladimir Zelensky enacted the decision of the country's National Security and Defense Council on the impossibility of holding negotiations with Putin. Share: if (typeof window.recommendationRun !== 'undefined') { recommendationRun('recommendation-block-1647442'); } else { document.addEventListener('recommendationRunInit', function() { if (typeof window.recommendationRun !== 'undefined') { recommendationRun('recommendation-block-1647442'); } }); }",2024-02-09
"December 20 2023","The Armed Forces of Ukraine (AFU) are experiencing an acute shortage of ammunition and drones in the special operation zone. This was stated by the former president of the country Petro Poroshenko, speaking in the Verkhovna Rada. A fragment of his speech was published by the “Direct” channel on YouTube on Wednesday, December 20. “This morning I returned from the front. And to say that there are not enough shells there is to say nothing. This is what our military says. To say that there are not enough air defense systems is to say nothing,” he shared. In addition, the ex-president of Ukraine canceled that there was a shortage of drones, while there are “tens of thousands” of them in special warehouses. Poroshenko called the current situation a crime “that needs to be punished for.” The promise has been under pressure for two years: Ukraine is losing US support. What Zelensky and Biden talked about in Washington. Earlier, on December 18, the commander of the 59th brigade of the Armed Forces of Ukraine indicated that if his fighters run out of ammunition, he will give his subordinates the order to go into battle with shovels. In addition, according to the Associated Press, military personnel are unhappy that the training of drone operators, which have become one of the key weapons in the conflict, is taking too long, as a result of which the Armed Forces of Ukraine are losing people. On December 15, CNN, citing estimates from Western intelligence services, reported that Ukraine could be defeated in the conflict with Russia by the summer of 2024 if it loses the support of the United States and its allies. The TV channel also noted that while the Ukrainian Armed Forces are forced to conserve ammunition, Russian troops are “returning fire with an intensity five to seven times greater than what Ukrainian forces are capable of.” A special operation to protect Donbass, the start of which was announced by Russian President Vladimir Putin February 24 last year, ongoing. The decision to hold it was made against the backdrop of an aggravation of the situation in the region due to shelling by the Ukrainian military. Share: if (typeof window.recommendationRun !== 'undefined') { recommendationRun('recommendation-block-1623788'); } else { document.addEventListener('recommendationRunInit', function() { if (typeof window.recommendationRun !== 'undefined') { recommendationRun('recommendation-block-1623788'); } }); }",2023-12-20
"March 2024","scuffle between protesting farmers and the police occurred in Warsaw, the Polish TV channel Polsat reported on March 6. “During the protest in front of the office, a serious incident occurred - the protesters set fire to a “coffin” there, symbolizing the death of a farmer,” the report said. One of the protest participants tried to throw burning “props” through the barrier, behind which stood the police. As a result, a brawl broke out. In addition, as can be seen in the footage, during the action, Polish farmers burned the flag of the European Union. According to the organizers of the protests, up to 150 thousand farmers could gather for the action. Also, a huge number of pieces of agricultural machinery have accumulated at the entrances to Warsaw, making traffic difficult. The border is locked: Poland has threatened to stop the transit of goods from Ukraine. According to Prime Minister Donald Tusk, such a measure will be painful for both countries. Farmer protests have been taking place in Poland for many weeks. They demand that the government introduce an embargo on the supply of agricultural products to Ukraine and the state’s withdrawal from the European Union’s Green Deal program, which concerns the achievement of carbon neutrality in the alliance countries by 2050. In addition, Polish farmers systematically block roads in the country and entrances to checkpoints on border with Ukraine. On March 1, they blocked local highway No. 15 and demanded a meeting with the country's Prime Minister Donald Tusk. On February 27, at six checkpoints on the common border of the two states, they counted 2.1 thousand stuck heavy trucks that could not leave due to the blockages Checkpoint. Minister of Development of Communities, Territories and Infrastructure of Ukraine Alexander Kubrakov said that on February 25, unknown persons poured approximately 160 tons of Ukrainian grain from sealed wagons, which were being transported to the port of Gdansk. He called the incident “impunity and irresponsibility,” recalling that this is the fourth such case. Share: if (typeof window.recommendationRun !== 'undefined') { recommendationRun('recommendation-block-1661009'); } else { document.addEventListener('recommendationRunInit', function() { if (typeof window.recommendationRun !== 'undefined') { recommendationRun('recommendation-block-1661009'); } }); }",2024-03-20
"December 2023","The United States will run out of funds to help Ukraine by the end of this year, White House Budget Director Shalanda Young said in a letter to Congress, Bloomberg reported on December 4. “There is no magic source of funding that could satisfy this issue. We are out of money and almost out of time,” she said in her address to Congress. According to Young, the inaction of American parliamentarians “threatens Ukraine, not only jeopardizing the successes Ukraine has achieved, but also increasing the likelihood of Russian military victories.” The publication clarifies that the White House hopes to increase pressure on lawmakers to pass an emergency funding package. The US administration is now demanding more than $61 billion in aid for Kyiv as part of a total package of approximately $105 billion that will also include funding for Israel's war against Hamas , U.S. allies in the Pacific and money to house illegal immigrants along the border with Mexico. Republicans hope the fight over Ukraine funding, which Democrats are pushing, could provide leverage as they look to tighten access to asylum for those entering the U.S. Yesterday , December 3, former national security assistant to the 45th American President Donald Trump, US Permanent Representative to the UN John Bolton said that the Ukrainian conflict could end in victory for the Russian Federation if the United States switches all its forces from Kyiv to the Middle East. According to him, Russia's diplomatic victory is also causing growing concern. A group of strange people: at what point will the EU start saving in Ukraine? And at whose expense is the association trying to increase military aid to Kiev? In mid-November, Pentagon chief Lloyd Austin, during a visit to Kiev, announced that the United States would provide Ukraine with a new tranche of military aid worth $100 million. In this regard, the Russian Ambassador to Washington, Anatoly Antonov, called the new package of military assistance to Kyiv a calming pill. He pointed out that the situation at the front and in the Ukrainian government is on the verge of collapse. On November 17, Biden signed a bill to finance the work of the country’s government without assistance to Ukraine. The temporary funding bill has been approved by both chambers of the US Congress and also does not provide assistance to Israel. The draft was drawn up by Speaker of the House of Representatives Mike Johnson (Republican from Louisiana). In the same month, Russian President Vladimir Putin recalled that Moscow had never abandoned peace negotiations on Ukraine. According to him, any military action is always a tragedy and it is necessary to “think about how to stop this tragedy.” Share: if (typeof window.recommendationRun !== 'undefined') { recommendationRun('recommendation-block-1615132'); } else { document.addEventListener('recommendationRunInit', function() { if (typeof window.recommendationRun !== 'undefined') { recommendationRun('recommendation-block-1615132'); } }); }",2023-12-20
"10 May 2023","Russia values its relations with Serbia and hopes that Belgrade will not join the Western “mainstream” in relation to Moscow. This was stated on Wednesday, May 10, by the press secretary of the Russian President Dmitry Peskov in an interview with the Serbian TV channel ATV. “We value our relations with Belgrade very much. These are relations that are not only based on the principles of mutual benefit, they have very long historical roots, spiritual roots, we are very close, we are relatives. But we also know that they are under even more pressure than the Republika Srpska,” he said. The spokesman noted the political wisdom and resilience of Serbian President Aleksandar Vucic, as he has to find delicate balances. In addition, Peskov recalled that that the Serbs are our friends and brothers, and they are our strategic partners. However, according to him, Moscow will not prevent Belgrade from building its relations with Washington and Brussels. “Serbia is a sovereign country, and we have nothing against (the development of its relations with the West - Ed.). The main thing for us is not to be like the Westerners, because they believe that if a country is going to be friends with them, it must hate Russia. We are against this, we believe that nothing, no cooperation with Western, European and other countries should be an obstacle to the further development of our relations,” concluded the press secretary of the President of the Russian Federation. Evil is no longer enough: Serbia is forced to react to the decision of the Council of Europe Loud statements from Belgrade alone are not enough. The day before, Serbian President Aleksandar Vucic said on the Happy TV channel that upon arrival in the country, Western representatives begin the conversation not with greetings, but with calls for anti-Russian sanctions. He added that in response to such calls he wishes “all the best,” emphasizing that the essence of the proposal is clear to him. On April 28, the Foreign Policy Committee of the European Parliament adopted Vladimir Bilchik’s report on Serbia for 2022, in which he, in particular, criticized Serbia’s reluctance impose sanctions against Russia. Russian Ambassador to Serbia Alexander Bocan-Kharchenko said that the MEP’s report is an interference in the internal affairs of the republic. On April 25, Serbian MP from the Dveri party Ivan Kostic told Izvestia that soon the entire Serbian public will openly support Russia’s policy towards Ukraine. On April 20, Vucic said on the Prva TV channel that the conflict in Ukraine showed the whole world the hypocrisy of the West. NATO representatives regularly call on Serbia to become part of the alliance, since, in their opinion, Russia will put everyone at risk, he added. On March 24, the press secretary of the Russian President, Dmitry Peskov, spoke on the topic of pressure from Western countries on states friendly to Russia. Thus, Moscow is sympathetic to the actions of its allies regarding the ban on circumventing anti-Russian sanctions. According to the press secretary, partner countries themselves talk about the threats they receive from Western countries for their reluctance to introduce restrictive measures against the Russian Federation. Western countries have increased sanctions pressure on Russia amid a special operation to protect Donbass, which began on February 24, 2022. The decision to hold it was made after the situation in the region worsened due to Ukrainian shelling. Share: if (typeof window.recommendationRun !== 'undefined') { recommendationRun('recommendation-block-1511093'); } else { document.addEventListener('recommendationRunInit', function() { if (typeof window.recommendationRun !== 'undefined') { recommendationRun('recommendation-block-1511093'); } }); }",2023-05-10
"20 February 2024","The village of Krynki in the Kherson region on the left bank of the Dnieper has been completely cleared of the Armed Forces of Ukraine (AFU). The governor of the Kherson region, Vladimir Saldo, wrote about this on February 20 in his Telegram channel. “Dear fellow countrymen, thanks to the heroic, coordinated and professional actions of our military personnel, the village of Krynki, Aleshkinsky district, is today completely cleared of the enemy. The months-long adventure of the Kyiv regime, which cost the lives of 3.5 thousand Ukrainian citizens, failed. The presence of the enemy on the left bank of the Dnieper has been eliminated,” Saldo said in a statement. Earlier, on February 20, Russian Defense Minister Sergei Shoigu said that the village of Krynki on the left bank of the Dnieper in the Kherson region came under the full control of the Russian Armed Forces (RF Armed Forces). According to him, by holding Krynki, the Ukrainian Armed Forces wanted to create a breakthrough towards Crimea and concentrated four well-trained brigades of the 30th Marine Corps in the village. “We will identify priority targets and destroy them” How artillerymen of volunteer units work at night The representative of the operational command “South” of the Ukrainian Armed Forces, Natalya Gumenyuk, admitted on February 16 that it is becoming increasingly difficult for the Ukrainian Armed Forces to hold Krynki. The actions of the Russian Armed Forces near the village, according to her, were aimed at stopping the supply of the Armed Forces of Ukraine bridgehead on the left bank of the Dnieper, which would make it possible to oust the Ukrainians from this territory. Two days before, Saldo said that the Armed Forces of Ukraine had lost 200 people in Krynki in a week, and Ukrainian soldiers in the village are in a depressed state. The Ukrainian publication “Strana.ua” wrote that some of the Ukrainian military do not want to carry out command tasks in Krynki and do not understand why they should hold this village. In addition, there are no shelters left in Krynki, and this influenced disobedience among officers. The special operation to protect Donbass, the beginning of which was announced by Russian President Vladimir Putin on February 24, 2022, continues. The decision was made against the backdrop of a worsening situation in the region. For more current videos and details about the situation in Donbass, watch the Izvestia TV channel. Share: if (typeof window.recommendationRun !== 'undefined') { recommendationRun('recommendation-block-1653393'); } else { document.addEventListener('recommendationRunInit', function() { if (typeof window.recommendationRun !== 'undefined') { recommendationRun('recommendation-block-1653393'); } }); }",2024-02-20
"March 2024","European taxpayers have the right to know how their money sent to Ukraine was spent. Hungarian Foreign Minister Peter Szijjártó said this on March 6. “As for EU funds sent to Ukraine, I believe that every European taxpayer has the right to know where the money of European taxpayers ended up and what it was used for,” he was quoted as saying. RIA Novosti. According to Szijjártó, Hungary has always pointed out that Europeans have this right when the European Union (EU) decided to support Ukraine. Losing the EU: aid to Kyiv worsens the economies of European countries How much more money and on what terms did the European Union decide to allocate to Ukraine? Earlier, on February 27, the European Parliament voted for a new fund to help Ukraine worth €50 billion. Before that, on February 1, the head of the European Council, Charles Michel, said that all 27 leaders of EU member states at the summit in Brussels agreed to allocate an additional €50 billion as part of a support package for Ukraine from the union budget. On February 6, the head of the European Commission, Ursula von der Leyen, said that the European Union intends to begin the first payments to Ukraine from the €50 fund billion in March. The day before, the EU and the International Financial Cooperation (IFC) signed a document on investments for the reconstruction of Ukraine for €500 million. Investments will affect all sectors of the country's economy, including in basic infrastructure and production of goods. Share: if (typeof window.recommendationRun !== 'undefined') { recommendationRun('recommendation-block-1661049'); } else { document.addEventListener('recommendationRunInit', function() { if (typeof window.recommendationRun !== 'undefined') { recommendationRun('recommendation-block-1661049'); } }); }",2024-03-20
"11 July 2023","NATO Secretary General Jens Stoltenberg proposed waiving the need for Ukraine to implement the action plan for membership in the alliance. He stated this on Tuesday, July 11, before the start of the NATO summit in Vilnius, his words were broadcast on the bloc’s YouTube channel. “I proposed a three-point plan to bring Ukraine closer to NATO. This is a package of multi-year support, strengthening political ties through the creation of the NATO-Ukraine Council, as well as eliminating the need for Ukraine to implement the Membership Action Plan, which will allow it to shorten the process,” he said. A multi-year plan for military support for Kyiv is also necessary for the training of the Armed Forces forces of Ukraine (AFU) in such a way that they can fully integrate into NATO troops, the secretary general of the alliance specified. The creation of a NATO-Ukraine council, according to him, is intended to strengthen political ties between Kiev and the alliance. The first meeting of the new body should take place on July 12, Stoltenberg said. “All of this together will send a strong signal to Ukraine from NATO,” he concluded. Stoltenberg also clarified that the three-point proposal was voiced at the NATO ministerial meeting held in Oslo in May . Someday later: why Ukraine is not being accepted into NATO The alliance promised Kyiv a new aid package, but there is no talk of joining. On July 10, the bloc’s secretary general said that the heads of NATO countries are continuing to discuss the idea of canceling the traditional plan of action for Kiev’s membership in the alliance. however, the final decision should only be made with the support of all allies. On July 9, US National Security Advisor Jake Sullivan said that the Alliance would discuss at the upcoming summit in Vilnius the possible granting of membership to Kyiv through further reforms in Ukraine. On the same day, the Financial Times newspaper reported that NATO allies will announce a large-scale agreement to support Ukraine during the upcoming summit. We are talking about creating a “multilateral structure” within which the allies will be able to assume bilateral obligations for military and financial support for Kiev. At the same time, US President Joe Biden pointed out that there is no consensus among NATO countries on inviting Ukraine to the alliance right now. First, Kyiv needs to fulfill a number of requirements. On September 30, 2022, Ukraine submitted an application to join NATO on an accelerated basis. Then the country's President Vladimir Zelensky said that in fact, Ukraine is already in NATO and meets the standards of the alliance. Share: if (typeof window.recommendationRun !== 'undefined') { recommendationRun('recommendation-block-1542544'); } else { document.addEventListener('recommendationRunInit', function() { if (typeof window.recommendationRun !== 'undefined') { recommendationRun('recommendation-block-1542544'); } }); }",2023-07-11
"November 2023","The United States wants to shift the conclusion of peace to Ukrainian President Vladimir Zelensky. This was announced by the director of research at the Hudson Institute, professor at Bard College Walter Mead, in an interview with the French newspaper Le Figaro, published on Thursday, November 2. “[US President Joe] Biden’s strategy will be to continue providing assistance until until Zelensky decides that the time has come to negotiate and cede territory. This will allow the government in Washington to calm its conscience and declare that the Ukrainians have already decided everything themselves,” the professor said. The expert also said that Ukraine is now in a deadlock. Dative case: The United States may reduce financial support for Ukraine Why Congress is unable to agree on the allocation of money and how much it will cost Kyiv Earlier, on November 4, NBC reported that the United States and European countries discussed with Ukraine options for concluding a peace treaty with Russia. According to the channel, such conversations have been going on for at least a month. Prior to this, on November 3, White House press secretary Karine Jean-Pierre said that the White House no longer has the opportunity to sponsor Ukraine at the previous level. According to her, the US government has exhausted additional budgetary allocations to help Ukraine and is forced to reduce military supplies. On the same day, US presidential candidate Vivek Ramaswami said that he would conclude a peace agreement in Ukraine if he wins the 2024 presidential elections. Last round of negotiations between Russia and Ukraine took place in Istanbul on March 29, 2022. They lasted about three hours. Later, Kyiv officially abandoned contacts with Moscow. On October 4 of the same year, Vladimir Zelensky put into effect the decision of the National Security and Defense Council of the country on the impossibility of holding negotiations with Russian President Vladimir Putin. The special operation to protect Donbass, the beginning of which was announced by Russian President Vladimir Putin on February 24 last year, continues. The decision was made against the backdrop of an aggravation of the situation in the region. Share: if (typeof window.recommendationRun !== 'undefined') { recommendationRun('recommendation-block-1600830'); } else { document.addEventListener('recommendationRunInit', function() { if (typeof window.recommendationRun !== 'undefined') { recommendationRun('recommendation-block-1600830'); } }); }",2023-11-20
"October 1 2023","For the first time, Great Britain will deploy its troops in Ukraine to train Ukrainian army soldiers. This was stated by British Defense Minister Grant Shapps, quoted by The Telegraph on September 30. “Grant Shapps said he had held talks with the army command about moving the formal British-led training program to Ukraine, rather than relying on UK and other bases. NATO members,” the publication says. As the newspaper’s journalists note, the deployment of British troops in Ukraine will mark a serious escalation of the British side’s participation in the conflict. It is noted that Shapps also called on British defense firms to open new factories in Ukraine. The head of the British defense department also added that he spoke with Ukrainian President Vladimir Zelensky about the role of the British Navy in protecting commercial ships from alleged Russian attacks in Cherny sea. At an accelerated pace: how much Western equipment and arsenals were destroyed in a week Ukrainian air defense cannot withstand Russian missiles Earlier, on September 25, it was reported that Great Britain had trained about 1 thousand Ukrainian soldiers in mine clearance skills. In total, Britain has trained over 23.5 thousand Ukrainian military personnel since the beginning of 2022. At the beginning of 2023, it became known about 10 thousand soldiers of the Ukrainian Armed Forces trained by Britain. On January 31, Great Britain announced an expansion of support for Ukraine; the country's government planned to train another 40 thousand Ukrainian military personnel by the end of this year. On September 12, The Times newspaper reported that the training of Ukrainian military personnel at the British military base of Lydd Ranges was reduced by 30%, after which how local residents complained about noise due to firing practice. People sent several letters to the city council demanding that action be taken. Earlier, on August 23, the UK promised to allocate $245 million to Ukraine for the purchase of nuclear fuel from Western producers. British Minister for Energy Security and Climate Neutrality Grant Shapps said that this money will guarantee that nuclear fuel will flow to Ukraine through alternative sources. One of such sources will be the Urenco company. Western countries have increased military and financial support for Kyiv against the backdrop of Russia’s special operation to protect the population of Donbass, which the Russian authorities announced on February 24, 2022 against the backdrop of the worsening situation in the region due to shelling by the Ukrainian military. Share: if (typeof window.recommendationRun !== 'undefined') { recommendationRun('recommendation-block-1582294'); } else { document.addEventListener('recommendationRunInit', function() { if (typeof window.recommendationRun !== 'undefined') { recommendationRun('recommendation-block-1582294'); } }); }",2023-10-01
"27 October 2023","US defense companies increased their profits amid arms supplies to Ukraine. Reuters reported this on October 27. According to its data, contracts signed last year with manufacturers such as Lockheed Martin, General Dynamics and RTX began to bring them income. “We very quickly moved from 14 thousand artillery shells per month to 20 thousand. We are working ahead of schedule to increase this production capacity to 85 thousand, or even up to 100 thousand per month,” said General Dynamics CFO Jason Aiken. It is noted that the General Dynamics Combat Systems division, which produces armored vehicles, tanks and artillery for Ukraine, increased revenue by almost 25% compared to last year. In turn, RTX reported that it received orders worth $3 billion related to the replenishment of military stocks of Ukraine and the United States. The company expects revenue to increase going forward, but defense executives said they lack skilled labor and supply chains remain fragile. Jewish competitors: how the war in Israel affects Ukraine In Kyiv, they started talking about a global shortage of ammunition. On October 23, columnist for the Polish magazine Mysl Polska Edward Karolchuk said that the US financial oligarchy is deliberately prolonging the conflict in Ukraine in order to maintain access to the American state budget. According to him, United States manufacturers have turned the Ukrainian state into a center for the sale of weapons to circumvent export restrictions. Prior to this, on October 21, former US President Donald Trump said that the United States was moving towards a third world war due to the incompetent policies of the current American leader. He noted that Joe Biden “has no idea what’s going on.” Earlier, on October 20, Biden asked the US Congress to provide additional military and other assistance to Ukraine and Israel in the amount of about $106 billion, of which more than $60 billion is intended for Kyiv, $14 .3 billion - to strengthen the Israel Defense Forces (IDF), $10 billion - for humanitarian assistance to the Palestinian population, the rest - for other purposes in the field of national security. Western countries have increased military and financial support for Kyiv against the background of the Russian special operation to protect Donbass, about the beginning which was announced on February 24, 2022 by Russian President Vladimir Putin after the situation in the region worsened due to shelling by the Ukrainian military. Share: if (typeof window.recommendationRun !== 'undefined') { recommendationRun('recommendation-block-1596311'); } else { document.addEventListener('recommendationRunInit', function() { if (typeof window.recommendationRun !== 'undefined') { recommendationRun('recommendation-block-1596311'); } }); }",2023-10-27
